"","complex_name","complex_ID","pathway_ID","top_level_pathway_ID","pathway_name","top_level_pathway_name","species"
"201","COV","R-COV-9685506","R-HSA-9679509","R-HSA-1643685","Virion Assembly and Release","Disease","Human SARS coronavirus"
"202","COV","R-COV-9685506","R-HSA-9692916","R-HSA-1643685","SARS-CoV-1 activates/modulates innate immune responses","Disease","Human SARS coronavirus"
"203","COV","R-COV-9685539","R-HSA-9679509","R-HSA-1643685","Virion Assembly and Release","Disease","Human SARS coronavirus"
"204","COV","R-COV-9685935","R-HSA-9683673","R-HSA-1643685","Maturation of protein 3a","Disease","Human SARS coronavirus"
"205","COV","R-COV-9685937","R-HSA-9683673","R-HSA-1643685","Maturation of protein 3a","Disease","Human SARS coronavirus"
"206","COV","R-COV-9685937","R-HSA-9692916","R-HSA-1643685","SARS-CoV-1 activates/modulates innate immune responses","Disease","Human SARS coronavirus"
"207","COV","R-COV-9685958","R-HSA-9683673","R-HSA-1643685","Maturation of protein 3a","Disease","Human SARS coronavirus"
"208","COV","R-COV-9685967","R-HSA-9679509","R-HSA-1643685","Virion Assembly and Release","Disease","Human SARS coronavirus"
"209","COV","R-COV-9685967","R-HSA-9683673","R-HSA-1643685","Maturation of protein 3a","Disease","Human SARS coronavirus"
"210","COV","R-COV-9685967","R-HSA-9735871","R-HSA-1643685","SARS-CoV-1 targets host intracellular signalling and regulatory pathways","Disease","Human SARS coronavirus"
"211","COV","R-COV-9686003","R-HSA-9679504","R-HSA-1643685","Translation of Replicase and Assembly of the Replication Transcription Complex","Disease","Human SARS coronavirus"
"212","COV","R-COV-9686003","R-HSA-9682706","R-HSA-1643685","Replication of the SARS-CoV-1 genome","Disease","Human SARS coronavirus"
"213","COV","R-COV-9686003","R-HSA-9682708","R-HSA-1643685","Transcription of SARS-CoV-1 sgRNAs","Disease","Human SARS coronavirus"
"214","COV","R-COV-9686003","R-HSA-9683439","R-HSA-1643685","Assembly of the SARS-CoV-1 Replication-Transcription Complex (RTC)","Disease","Human SARS coronavirus"
"215","COV","R-COV-9686003","R-HSA-9692916","R-HSA-1643685","SARS-CoV-1 activates/modulates innate immune responses","Disease","Human SARS coronavirus"
"216","COV","R-COV-9686008","R-HSA-9682706","R-HSA-1643685","Replication of the SARS-CoV-1 genome","Disease","Human SARS coronavirus"
"217","COV","R-COV-9686008","R-HSA-9682708","R-HSA-1643685","Transcription of SARS-CoV-1 sgRNAs","Disease","Human SARS coronavirus"
"218","COV","R-COV-9686008","R-HSA-9683439","R-HSA-1643685","Assembly of the SARS-CoV-1 Replication-Transcription Complex (RTC)","Disease","Human SARS coronavirus"
"219","COV","R-COV-9686008","R-HSA-9692916","R-HSA-1643685","SARS-CoV-1 activates/modulates innate immune responses","Disease","Human SARS coronavirus"
"220","COV","R-COV-9686016","R-HSA-9682706","R-HSA-1643685","Replication of the SARS-CoV-1 genome","Disease","Human SARS coronavirus"
"221","COV","R-COV-9686016","R-HSA-9682708","R-HSA-1643685","Transcription of SARS-CoV-1 sgRNAs","Disease","Human SARS coronavirus"
"222","COV","R-COV-9686016","R-HSA-9683439","R-HSA-1643685","Assembly of the SARS-CoV-1 Replication-Transcription Complex (RTC)","Disease","Human SARS coronavirus"
"223","COV","R-COV-9686016","R-HSA-9692916","R-HSA-1643685","SARS-CoV-1 activates/modulates innate immune responses","Disease","Human SARS coronavirus"
"224","COV","R-COV-9686056","R-HSA-9683610","R-HSA-1643685","Maturation of nucleoprotein","Disease","Human SARS coronavirus"
"225","COV","R-COV-9686192","R-HSA-9679509","R-HSA-1643685","Virion Assembly and Release","Disease","Human SARS coronavirus"
"226","COV","R-COV-9686227","R-HSA-9678110","R-HSA-1643685","Attachment and Entry","Disease","Human SARS coronavirus"
"227","COV","R-COV-9686227","R-HSA-9679509","R-HSA-1643685","Virion Assembly and Release","Disease","Human SARS coronavirus"
"228","COV","R-COV-9686227","R-HSA-9692916","R-HSA-1643685","SARS-CoV-1 activates/modulates innate immune responses","Disease","Human SARS coronavirus"
"229","COV","R-COV-9686229","R-HSA-9678110","R-HSA-1643685","Attachment and Entry","Disease","Human SARS coronavirus"
"230","COV","R-COV-9686229","R-HSA-9679509","R-HSA-1643685","Virion Assembly and Release","Disease","Human SARS coronavirus"
"231","COV","R-COV-9686229","R-HSA-9692916","R-HSA-1643685","SARS-CoV-1 activates/modulates innate immune responses","Disease","Human SARS coronavirus"
"232","COV","R-COV-9686310","R-HSA-9679509","R-HSA-1643685","Virion Assembly and Release","Disease","Human SARS coronavirus"
"233","COV","R-COV-9686337","R-HSA-9686347","R-HSA-1643685","Microbial modulation of RIPK1-mediated regulated necrosis","Disease","Human SARS coronavirus"
"234","COV","R-COV-9686337","R-HSA-9692913","R-HSA-1643685","SARS-CoV-1-mediated effects on programmed cell death","Disease","Human SARS coronavirus"
"235","COV","R-COV-9686674","R-HSA-9678110","R-HSA-1643685","Attachment and Entry","Disease","Human SARS coronavirus"
"236","COV","R-COV-9686674","R-HSA-9683673","R-HSA-1643685","Maturation of protein 3a","Disease","Human SARS coronavirus"
"237","COV","R-COV-9686678","R-HSA-9678110","R-HSA-1643685","Attachment and Entry","Disease","Human SARS coronavirus"
"238","COV","R-COV-9686679","R-HSA-9678110","R-HSA-1643685","Attachment and Entry","Disease","Human SARS coronavirus"
"239","COV","R-COV-9686685","R-HSA-9678110","R-HSA-1643685","Attachment and Entry","Disease","Human SARS coronavirus"
"240","COV","R-COV-9686688","R-HSA-9678110","R-HSA-1643685","Attachment and Entry","Disease","Human SARS coronavirus"
"241","COV","R-COV-9686697","R-HSA-9678110","R-HSA-1643685","Attachment and Entry","Disease","Human SARS coronavirus"
"242","COV","R-COV-9686701","R-HSA-9678110","R-HSA-1643685","Attachment and Entry","Disease","Human SARS coronavirus"
"243","COV","R-COV-9686702","R-HSA-9678110","R-HSA-1643685","Attachment and Entry","Disease","Human SARS coronavirus"
"244","COV","R-COV-9686703","R-HSA-9678110","R-HSA-1643685","Attachment and Entry","Disease","Human SARS coronavirus"
"245","COV","R-COV-9686705","R-HSA-9678110","R-HSA-1643685","Attachment and Entry","Disease","Human SARS coronavirus"
"246","COV","R-COV-9686720","R-HSA-9678110","R-HSA-1643685","Attachment and Entry","Disease","Human SARS coronavirus"
"247","COV","R-COV-9686726","R-HSA-9678110","R-HSA-1643685","Attachment and Entry","Disease","Human SARS coronavirus"
"248","COV","R-COV-9687382","R-HSA-9682706","R-HSA-1643685","Replication of the SARS-CoV-1 genome","Disease","Human SARS coronavirus"
"249","COV","R-COV-9687385","R-HSA-9682706","R-HSA-1643685","Replication of the SARS-CoV-1 genome","Disease","Human SARS coronavirus"
"250","COV","R-COV-9691348","R-HSA-9694271","R-HSA-1643685","Assembly of the SARS-CoV-2 Replication-Transcription Complex (RTC)","Disease","Human SARS coronavirus"
"251","COV","R-COV-9691348","R-HSA-9694686","R-HSA-1643685","Replication of the SARS-CoV-2 genome","Disease","Human SARS coronavirus"
"252","COV","R-COV-9691348","R-HSA-9694786","R-HSA-1643685","Transcription of SARS-CoV-2 sgRNAs","Disease","Human SARS coronavirus"
"253","COV","R-COV-9691348","R-HSA-9705671","R-HSA-1643685","SARS-CoV-2 activates/modulates innate and adaptive immune responses","Disease","Human SARS coronavirus"
"254","COV","R-COV-9691364","R-HSA-9694271","R-HSA-1643685","Assembly of the SARS-CoV-2 Replication-Transcription Complex (RTC)","Disease","Human SARS coronavirus"
"255","COV","R-COV-9691364","R-HSA-9694686","R-HSA-1643685","Replication of the SARS-CoV-2 genome","Disease","Human SARS coronavirus"
"256","COV","R-COV-9691364","R-HSA-9694786","R-HSA-1643685","Transcription of SARS-CoV-2 sgRNAs","Disease","Human SARS coronavirus"
"257","COV","R-COV-9691364","R-HSA-9705671","R-HSA-1643685","SARS-CoV-2 activates/modulates innate and adaptive immune responses","Disease","Human SARS coronavirus"
"258","COV","R-COV-9692652","R-HSA-9686347","R-HSA-1643685","Microbial modulation of RIPK1-mediated regulated necrosis","Disease","Human SARS coronavirus"
"259","COV","R-COV-9692652","R-HSA-9692913","R-HSA-1643685","SARS-CoV-1-mediated effects on programmed cell death","Disease","Human SARS coronavirus"
"260","COV","R-COV-9693584","R-HSA-9692916","R-HSA-1643685","SARS-CoV-1 activates/modulates innate immune responses","Disease","Human SARS coronavirus"
"261","COV","R-COV-9693586","R-HSA-9692916","R-HSA-1643685","SARS-CoV-1 activates/modulates innate immune responses","Disease","Human SARS coronavirus"
"262","COV","R-COV-9694255","R-HSA-9694686","R-HSA-1643685","Replication of the SARS-CoV-2 genome","Disease","Human SARS coronavirus"
"263","COV","R-COV-9694268","R-HSA-166662","R-HSA-168256","Lectin pathway of complement activation","Immune System","Human SARS coronavirus"
"264","COV","R-COV-9694268","R-HSA-166663","R-HSA-168256","Initial triggering of complement","Immune System","Human SARS coronavirus"
"265","COV","R-COV-9694268","R-HSA-9694322","R-HSA-1643685","Virion Assembly and Release","Disease","Human SARS coronavirus"
"266","COV","R-COV-9694268","R-HSA-9694614","R-HSA-1643685","Attachment and Entry","Disease","Human SARS coronavirus"
"267","COV","R-COV-9694268","R-HSA-9705671","R-HSA-1643685","SARS-CoV-2 activates/modulates innate and adaptive immune responses","Disease","Human SARS coronavirus"
"268","COV","R-COV-9694268","R-HSA-9733458","R-HSA-1643685","Induction of Cell-Cell Fusion","Disease","Human SARS coronavirus"
"269","COV","R-COV-9694269","R-HSA-9694686","R-HSA-1643685","Replication of the SARS-CoV-2 genome","Disease","Human SARS coronavirus"
"270","COV","R-COV-9694286","R-HSA-9694301","R-HSA-1643685","Maturation of replicase proteins","Disease","Human SARS coronavirus"
"271","COV","R-COV-9694286","R-HSA-9754678","R-HSA-1643685","SARS-CoV-2 modulates host translation machinery","Disease","Human SARS coronavirus"
"272","COV","R-COV-9694302","R-HSA-9694271","R-HSA-1643685","Assembly of the SARS-CoV-2 Replication-Transcription Complex (RTC)","Disease","Human SARS coronavirus"
"273","COV","R-COV-9694302","R-HSA-9694686","R-HSA-1643685","Replication of the SARS-CoV-2 genome","Disease","Human SARS coronavirus"
"274","COV","R-COV-9694302","R-HSA-9694786","R-HSA-1643685","Transcription of SARS-CoV-2 sgRNAs","Disease","Human SARS coronavirus"
"275","COV","R-COV-9694302","R-HSA-9705671","R-HSA-1643685","SARS-CoV-2 activates/modulates innate and adaptive immune responses","Disease","Human SARS coronavirus"
"276","COV","R-COV-9694306","R-HSA-9694719","R-HSA-1643685","Maturation of protein 3a","Disease","Human SARS coronavirus"
"277","COV","R-COV-9694306","R-HSA-9705671","R-HSA-1643685","SARS-CoV-2 activates/modulates innate and adaptive immune responses","Disease","Human SARS coronavirus"
"278","COV","R-COV-9694321","R-HSA-9694322","R-HSA-1643685","Virion Assembly and Release","Disease","Human SARS coronavirus"
"279","COV","R-COV-9694324","R-HSA-9694322","R-HSA-1643685","Virion Assembly and Release","Disease","Human SARS coronavirus"
"280","COV","R-COV-9694327","R-HSA-9694686","R-HSA-1643685","Replication of the SARS-CoV-2 genome","Disease","Human SARS coronavirus"
"281","COV","R-COV-9694359","R-HSA-9694686","R-HSA-1643685","Replication of the SARS-CoV-2 genome","Disease","Human SARS coronavirus"
"282","COV","R-COV-9694366","R-HSA-9694271","R-HSA-1643685","Assembly of the SARS-CoV-2 Replication-Transcription Complex (RTC)","Disease","Human SARS coronavirus"
"283","COV","R-COV-9694366","R-HSA-9694676","R-HSA-1643685","Translation of Replicase and Assembly of the Replication Transcription Complex","Disease","Human SARS coronavirus"
"284","COV","R-COV-9694366","R-HSA-9694686","R-HSA-1643685","Replication of the SARS-CoV-2 genome","Disease","Human SARS coronavirus"
"285","COV","R-COV-9694366","R-HSA-9694786","R-HSA-1643685","Transcription of SARS-CoV-2 sgRNAs","Disease","Human SARS coronavirus"
"286","COV","R-COV-9694366","R-HSA-9705671","R-HSA-1643685","SARS-CoV-2 activates/modulates innate and adaptive immune responses","Disease","Human SARS coronavirus"
"287","COV","R-COV-9694371","R-HSA-9694322","R-HSA-1643685","Virion Assembly and Release","Disease","Human SARS coronavirus"
"288","COV","R-COV-9694375","R-HSA-9694301","R-HSA-1643685","Maturation of replicase proteins","Disease","Human SARS coronavirus"
"289","COV","R-COV-9694402","R-HSA-9694322","R-HSA-1643685","Virion Assembly and Release","Disease","Human SARS coronavirus"
"290","COV","R-COV-9694404","R-HSA-9694686","R-HSA-1643685","Replication of the SARS-CoV-2 genome","Disease","Human SARS coronavirus"
"291","COV","R-COV-9694404","R-HSA-9705671","R-HSA-1643685","SARS-CoV-2 activates/modulates innate and adaptive immune responses","Disease","Human SARS coronavirus"
"292","COV","R-COV-9694407","R-HSA-9694301","R-HSA-1643685","Maturation of replicase proteins","Disease","Human SARS coronavirus"
"293","COV","R-COV-9694407","R-HSA-9705671","R-HSA-1643685","SARS-CoV-2 activates/modulates innate and adaptive immune responses","Disease","Human SARS coronavirus"
"294","COV","R-COV-9694408","R-HSA-9694322","R-HSA-1643685","Virion Assembly and Release","Disease","Human SARS coronavirus"
"295","COV","R-COV-9694408","R-HSA-9694493","R-HSA-1643685","Maturation of protein E","Disease","Human SARS coronavirus"
"296","COV","R-COV-9694408","R-HSA-9705671","R-HSA-1643685","SARS-CoV-2 activates/modulates innate and adaptive immune responses","Disease","Human SARS coronavirus"
"297","COV","R-COV-9694413","R-HSA-9694614","R-HSA-1643685","Attachment and Entry","Disease","Human SARS coronavirus"
"298","COV","R-COV-9694416","R-HSA-9694271","R-HSA-1643685","Assembly of the SARS-CoV-2 Replication-Transcription Complex (RTC)","Disease","Human SARS coronavirus"
"299","COV","R-COV-9694416","R-HSA-9694686","R-HSA-1643685","Replication of the SARS-CoV-2 genome","Disease","Human SARS coronavirus"
"300","COV","R-COV-9694416","R-HSA-9694786","R-HSA-1643685","Transcription of SARS-CoV-2 sgRNAs","Disease","Human SARS coronavirus"
"301","COV","R-COV-9694416","R-HSA-9705671","R-HSA-1643685","SARS-CoV-2 activates/modulates innate and adaptive immune responses","Disease","Human SARS coronavirus"
"302","COV","R-COV-9694421","R-HSA-9694614","R-HSA-1643685","Attachment and Entry","Disease","Human SARS coronavirus"
"303","COV","R-COV-9694427","R-HSA-166662","R-HSA-168256","Lectin pathway of complement activation","Immune System","Human SARS coronavirus"
"304","COV","R-COV-9694427","R-HSA-166663","R-HSA-168256","Initial triggering of complement","Immune System","Human SARS coronavirus"
"305","COV","R-COV-9694427","R-HSA-9694322","R-HSA-1643685","Virion Assembly and Release","Disease","Human SARS coronavirus"
"306","COV","R-COV-9694427","R-HSA-9694614","R-HSA-1643685","Attachment and Entry","Disease","Human SARS coronavirus"
"307","COV","R-COV-9694427","R-HSA-9705671","R-HSA-1643685","SARS-CoV-2 activates/modulates innate and adaptive immune responses","Disease","Human SARS coronavirus"
"308","COV","R-COV-9694427","R-HSA-9733458","R-HSA-1643685","Induction of Cell-Cell Fusion","Disease","Human SARS coronavirus"
"309","COV","R-COV-9694457","R-HSA-9694719","R-HSA-1643685","Maturation of protein 3a","Disease","Human SARS coronavirus"
"310","COV","R-COV-9694458","R-HSA-9694686","R-HSA-1643685","Replication of the SARS-CoV-2 genome","Disease","Human SARS coronavirus"
"311","COV","R-COV-9694458","R-HSA-9694786","R-HSA-1643685","Transcription of SARS-CoV-2 sgRNAs","Disease","Human SARS coronavirus"
"312","COV","R-COV-9694458","R-HSA-9705671","R-HSA-1643685","SARS-CoV-2 activates/modulates innate and adaptive immune responses","Disease","Human SARS coronavirus"
"313","COV","R-COV-9694461","R-HSA-9694614","R-HSA-1643685","Attachment and Entry","Disease","Human SARS coronavirus"
"314","COV","R-COV-9694464","R-HSA-9694631","R-HSA-1643685","Maturation of nucleoprotein","Disease","Human SARS coronavirus"
"315","COV","R-COV-9694474","R-HSA-9694614","R-HSA-1643685","Attachment and Entry","Disease","Human SARS coronavirus"
"316","COV","R-COV-9694475","R-HSA-9694719","R-HSA-1643685","Maturation of protein 3a","Disease","Human SARS coronavirus"
"317","COV","R-COV-9694491","R-HSA-9694322","R-HSA-1643685","Virion Assembly and Release","Disease","Human SARS coronavirus"
"318","COV","R-COV-9694500","R-HSA-166662","R-HSA-168256","Lectin pathway of complement activation","Immune System","Human SARS coronavirus"
"319","COV","R-COV-9694500","R-HSA-166663","R-HSA-168256","Initial triggering of complement","Immune System","Human SARS coronavirus"
"320","COV","R-COV-9694500","R-HSA-9694322","R-HSA-1643685","Virion Assembly and Release","Disease","Human SARS coronavirus"
"321","COV","R-COV-9694500","R-HSA-9694614","R-HSA-1643685","Attachment and Entry","Disease","Human SARS coronavirus"
"322","COV","R-COV-9694500","R-HSA-9705671","R-HSA-1643685","SARS-CoV-2 activates/modulates innate and adaptive immune responses","Disease","Human SARS coronavirus"
"323","COV","R-COV-9694500","R-HSA-9733458","R-HSA-1643685","Induction of Cell-Cell Fusion","Disease","Human SARS coronavirus"
"324","COV","R-COV-9694502","R-HSA-9694322","R-HSA-1643685","Virion Assembly and Release","Disease","Human SARS coronavirus"
"325","COV","R-COV-9694534","R-HSA-9694614","R-HSA-1643685","Attachment and Entry","Disease","Human SARS coronavirus"
"326","COV","R-COV-9694552","R-HSA-9694614","R-HSA-1643685","Attachment and Entry","Disease","Human SARS coronavirus"
"327","COV","R-COV-9694570","R-HSA-9694271","R-HSA-1643685","Assembly of the SARS-CoV-2 Replication-Transcription Complex (RTC)","Disease","Human SARS coronavirus"
"328","COV","R-COV-9694570","R-HSA-9694686","R-HSA-1643685","Replication of the SARS-CoV-2 genome","Disease","Human SARS coronavirus"
