Gene,List_Name,Cluster,List_Name_2,Group
Orc1 removal from chromatin,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
RNA Polymerase III Transcription Termination,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Switching of origins to a post-replicative state,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Translation of Replicase and Assembly of the Replication Transcription Complex,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Gap junction assembly,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA),ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Long-term potentiation,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Defective homologous recombination repair (HRR) due to BRCA2 loss of function,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Diseases of DNA Double-Strand Break Repair,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
RND1 GTPase cycle,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
PERK regulates gene expression,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
PCP/CE pathway,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Asymmetric localization of PCP proteins,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
SCF(Skp2)-mediated degradation of p27/p21,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Post-chaperonin tubulin folding pathway,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Impaired BRCA2 binding to PALB2,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
LDL clearance,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
TP53 Regulates Transcription of Caspase Activators and Caspases,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Glutathione conjugation,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Purine salvage,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Generation of second messenger molecules,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
CD28 dependent Vav1 pathway,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Creation of C4 and C2 activators,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Assembly of the pre-replicative complex,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Costimulation by the CD28 family,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Endogenous sterols,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Sphingolipid de novo biosynthesis,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Abacavir ADME,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Sealing of the nuclear envelope (NE) by ESCRT-III,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Complex I biogenesis,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
TNFs bind their physiological receptors,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Homologous DNA Pairing and Strand Exchange,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Signalling to RAS,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Diseases of programmed cell death,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Vif-mediated degradation of APOBEC3G,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
APC/C:Cdc20 mediated degradation of Securin,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Presynaptic phase of homologous DNA pairing and strand exchange,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Transferrin endocytosis and recycling,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Formation of tubulin folding intermediates by CCT/TriC,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Mitochondrial calcium ion transport,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
SCF-beta-TrCP mediated degradation of Emi1,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
PECAM1 interactions,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Acyl chain remodelling of PC,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Telomere Extension By Telomerase,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
PD-1 signaling,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Signaling by cytosolic FGFR1 fusion mutants,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Interleukin-37 signaling,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Purine catabolism,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
PI-3K cascade:FGFR3,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Sema4D in semaphorin signaling,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Initial triggering of complement,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Signaling by ERBB2 ECD mutants,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Regulation of Apoptosis,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
p75NTR regulates axonogenesis,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Metabolism of Angiotensinogen to Angiotensins,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Vpu mediated degradation of CD4,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Ubiquitin-dependent degradation of Cyclin D,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Downstream signaling of activated FGFR4,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
NIK-->noncanonical NF-kB signaling,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
PI-3K cascade:FGFR4,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Autodegradation of the E3 ubiquitin ligase COP1,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
"Glutamate binding, activation of AMPA receptors and synaptic plasticity",ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Trafficking of AMPA receptors,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Paracetamol ADME,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
PI-3K cascade:FGFR2,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
P2Y receptors,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Interconversion of nucleotide di- and triphosphates,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Gastrin-CREB signalling pathway via PKC and MAPK,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Nucleotide-like (purinergic) receptors,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
HDR through MMEJ (alt-NHEJ),ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Synthesis of bile acids and bile salts via 27-hydroxycholesterol,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
NOTCH2 intracellular domain regulates transcription,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Translocation of ZAP-70 to Immunological synapse,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Xenobiotics,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Formation of ATP by chemiosmotic coupling,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
NGF-stimulated transcription,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Acyl chain remodelling of PS,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Sema4D induced cell migration and growth-cone collapse,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Cytosolic tRNA aminoacylation,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Signaling by Activin,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Recycling of bile acids and salts,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes",ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Synthesis of bile acids and bile salts via 24-hydroxycholesterol,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Cargo concentration in the ER,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Signaling by Erythropoietin,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
TP53 Regulates Transcription of Death Receptors and Ligands,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
NOTCH4 Intracellular Domain Regulates Transcription,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Formation of Senescence-Associated Heterochromatin Foci (SAHF),ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Defective C1GALT1C1 causes TNPS,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Erythropoietin activates Phosphoinositide-3-kinase (PI3K),ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Phenylalanine and tyrosine metabolism,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Reversible hydration of carbon dioxide,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
Regulation of signaling by NODAL,ASNP_vs_ASNN,CD14,HIV+AS- vs HIV-AS-,CD14 HIV+AS- vs HIV-AS-
FCERI mediated MAPK activation,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
MAPK targets/ Nuclear events mediated by MAP kinases,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
PD-1 signaling,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Phosphorylation of CD3 and TCR zeta chains,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Translocation of ZAP-70 to Immunological synapse,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Generation of second messenger molecules,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Costimulation by the CD28 family,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Mitochondrial biogenesis,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
CaMK IV-mediated phosphorylation of CREB,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
MHC class II antigen presentation,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Acyl chain remodelling of PS,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Activation of the AP-1 family of transcription factors,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
CTLA4 inhibitory signaling,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Dectin-2 family,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
FCERI mediated Ca+2 mobilization,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Calmodulin induced events,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
CaM pathway,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
FCGR3A-mediated IL10 synthesis,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Transcriptional activation of mitochondrial biogenesis,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Metabolism of nucleotides,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
NGF-stimulated transcription,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Metallothioneins bind metals,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Nuclear Events (kinase and transcription factor activation),ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
TP53 Regulates Transcription of DNA Repair Genes,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
PKA-mediated phosphorylation of CREB,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Response to metal ions,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Assembly and cell surface presentation of NMDA receptors,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Detoxification of Reactive Oxygen Species,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
CREB1 phosphorylation through the activation of Adenylate Cyclase,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
DAG and IP3 signaling,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Ras activation upon Ca2+ influx through NMDA receptor,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
The citric acid (TCA) cycle and respiratory electron transport,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Nucleotide catabolism,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Heme signaling,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Ca-dependent events,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Long-term potentiation,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Gap junction assembly,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Phase 0 - rapid depolarisation,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Post NMDA receptor activation events,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Nucleotide salvage,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Transport of connexons to the plasma membrane,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Pyrimidine salvage,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
EPHA-mediated growth cone collapse,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Repression of WNT target genes,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
SHC-mediated cascade:FGFR4,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
SHC-mediated cascade:FGFR1,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
SHC-mediated cascade:FGFR3,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Post-chaperonin tubulin folding pathway,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
MET activates RAS signaling,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
SHC-mediated cascade:FGFR2,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
FRS-mediated FGFR3 signaling,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
FRS-mediated FGFR4 signaling,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Activated NTRK2 signals through FRS2 and FRS3,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
FRS-mediated FGFR2 signaling,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Formation of tubulin folding intermediates by CCT/TriC,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
FRS-mediated FGFR1 signaling,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
"Unblocking of NMDA receptors, glutamate binding and activation",ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Respiratory electron transport,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
EGR2 and SOX10-mediated initiation of Schwann cell myelination,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Cristae formation,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
RHO GTPases activate PKNs,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Formation of ATP by chemiosmotic coupling,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Platelet Adhesion to exposed collagen,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Complex I biogenesis,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Drug ADME,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
ERK/MAPK targets,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Negative regulation of NMDA receptor-mediated neuronal transmission,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Prolactin receptor signaling,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
CD28 dependent Vav1 pathway,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Sealing of the nuclear envelope (NE) by ESCRT-III,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Activation of NMDA receptors and postsynaptic events,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
"BMAL1:CLOCK,NPAS2 activates circadian gene expression",ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Downstream TCR signaling,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Regulation of KIT signaling,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Signaling by KIT in disease,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Killing mechanisms,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
WNT5:FZD7-mediated leishmania damping,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Glutathione conjugation,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Synthesis of bile acids and bile salts via 24-hydroxycholesterol,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Paracetamol ADME,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Regulation of PTEN gene transcription,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
Calcineurin activates NFAT,ASPN_vs_ASNN,CD14,HIV-AS+ vs HIV-AS-,CD14 HIV-AS+ vs HIV-AS-
